method	metric	value	signal_strength	rep
Structured_Holm	fdp	0	1	171
BH	power	0	1	184
Leaf_BH	power	0	1	184
Focused_BH_original	power	0	1	184
Yekutieli	power	0	1	184
Structured_Holm	power	0	1	184
BH	fdp	0	1	184
Leaf_BH	fdp	0	1	184
Focused_BH_original	fdp	0	1	184
Yekutieli	fdp	0	1	184
Structured_Holm	fdp	0	1	184
BH	power	0	1	197
Leaf_BH	power	0	1	197
Focused_BH_original	power	0	1	197
Yekutieli	power	0	1	197
Structured_Holm	power	0	1	197
BH	fdp	0	1	197
Leaf_BH	fdp	0	1	197
Focused_BH_original	fdp	0	1	197
Yekutieli	fdp	0	1	197
Structured_Holm	fdp	0	1	197
BH	power	0	1	210
Leaf_BH	power	0	1	210
Focused_BH_original	power	0	1	210
Yekutieli	power	0	1	210
Structured_Holm	power	0	1	210
BH	fdp	1	1	210
Leaf_BH	fdp	1	1	210
Focused_BH_original	fdp	1	1	210
Yekutieli	fdp	0	1	210
Structured_Holm	fdp	1	1	210
BH	power	0	1	223
Leaf_BH	power	0	1	223
Focused_BH_original	power	0	1	223
Yekutieli	power	0	1	223
Structured_Holm	power	0	1	223
BH	fdp	0	1	223
Leaf_BH	fdp	0	1	223
Focused_BH_original	fdp	0	1	223
Yekutieli	fdp	0	1	223
Structured_Holm	fdp	0	1	223
BH	power	0	1	236
Leaf_BH	power	0	1	236
Focused_BH_original	power	0	1	236
Yekutieli	power	0	1	236
Structured_Holm	power	0	1	236
BH	fdp	0	1	236
Leaf_BH	fdp	0	1	236
Focused_BH_original	fdp	0	1	236
Yekutieli	fdp	0	1	236
Structured_Holm	fdp	0	1	236
BH	power	0	1	249
Leaf_BH	power	0	1	249
Focused_BH_original	power	0	1	249
Yekutieli	power	0	1	249
Structured_Holm	power	0	1	249
BH	fdp	0	1	249
Leaf_BH	fdp	0	1	249
Focused_BH_original	fdp	0	1	249
Yekutieli	fdp	0	1	249
Structured_Holm	fdp	0	1	249
BH	power	2	1.5	12
Leaf_BH	power	0	1.5	12
Focused_BH_original	power	2	1.5	12
Yekutieli	power	0	1.5	12
Structured_Holm	power	1	1.5	12
BH	fdp	0	1.5	12
Leaf_BH	fdp	0	1.5	12
Focused_BH_original	fdp	0	1.5	12
Yekutieli	fdp	0	1.5	12
Structured_Holm	fdp	0	1.5	12
BH	power	2	1.5	25
Leaf_BH	power	0	1.5	25
Focused_BH_original	power	2	1.5	25
Yekutieli	power	0	1.5	25
Structured_Holm	power	1	1.5	25
BH	fdp	0.3333333333333333	1.5	25
Leaf_BH	fdp	0	1.5	25
Focused_BH_original	fdp	0.3333333333333333	1.5	25
Yekutieli	fdp	0	1.5	25
Structured_Holm	fdp	0	1.5	25
BH	power	1	1.5	38
Leaf_BH	power	0	1.5	38
Focused_BH_original	power	1	1.5	38
Yekutieli	power	0	1.5	38
Structured_Holm	power	1	1.5	38
BH	fdp	0	1.5	38
Leaf_BH	fdp	0	1.5	38
Focused_BH_original	fdp	0	1.5	38
Yekutieli	fdp	0	1.5	38
Structured_Holm	fdp	0	1.5	38
BH	power	2	1.5	51
Leaf_BH	power	0	1.5	51
Focused_BH_original	power	2	1.5	51
Yekutieli	power	0	1.5	51
Structured_Holm	power	1	1.5	51
BH	fdp	0	1.5	51
Leaf_BH	fdp	0	1.5	51
Focused_BH_original	fdp	0	1.5	51
Yekutieli	fdp	0	1.5	51
Structured_Holm	fdp	0	1.5	51
BH	power	6	1.5	64
Leaf_BH	power	0	1.5	64
Focused_BH_original	power	6	1.5	64
Yekutieli	power	0	1.5	64
Structured_Holm	power	2	1.5	64
BH	fdp	0	1.5	64
Leaf_BH	fdp	0	1.5	64
Focused_BH_original	fdp	0	1.5	64
Yekutieli	fdp	0	1.5	64
Structured_Holm	fdp	0	1.5	64
BH	power	0	1.5	77
Leaf_BH	power	0	1.5	77
Focused_BH_original	power	0	1.5	77
Yekutieli	power	0	1.5	77
Structured_Holm	power	0	1.5	77
BH	fdp	0	1.5	77
Leaf_BH	fdp	0	1.5	77
Focused_BH_original	fdp	0	1.5	77
Yekutieli	fdp	0	1.5	77
Structured_Holm	fdp	0	1.5	77
BH	power	1	1.5	90
Leaf_BH	power	0	1.5	90
Focused_BH_original	power	1	1.5	90
Yekutieli	power	0	1.5	90
Structured_Holm	power	1	1.5	90
BH	fdp	0	1.5	90
Leaf_BH	fdp	0	1.5	90
Focused_BH_original	fdp	0	1.5	90
Yekutieli	fdp	0	1.5	90
Structured_Holm	fdp	0	1.5	90
BH	power	2	1.5	103
Leaf_BH	power	0	1.5	103
Focused_BH_original	power	2	1.5	103
Yekutieli	power	0	1.5	103
Structured_Holm	power	2	1.5	103
BH	fdp	0	1.5	103
Leaf_BH	fdp	0	1.5	103
Focused_BH_original	fdp	0	1.5	103
Yekutieli	fdp	0	1.5	103
Structured_Holm	fdp	0	1.5	103
BH	power	1	1.5	116
Leaf_BH	power	0	1.5	116
Focused_BH_original	power	1	1.5	116
Yekutieli	power	0	1.5	116
Structured_Holm	power	1	1.5	116
BH	fdp	0	1.5	116
Leaf_BH	fdp	0	1.5	116
Focused_BH_original	fdp	0	1.5	116
Yekutieli	fdp	0	1.5	116
Structured_Holm	fdp	0	1.5	116
BH	power	1	1.5	129
Leaf_BH	power	0	1.5	129
Focused_BH_original	power	1	1.5	129
Yekutieli	power	0	1.5	129
Structured_Holm	power	1	1.5	129
BH	fdp	0	1.5	129
Leaf_BH	fdp	0	1.5	129
Focused_BH_original	fdp	0	1.5	129
Yekutieli	fdp	0	1.5	129
Structured_Holm	fdp	0	1.5	129
BH	power	3	1.5	142
Leaf_BH	power	0	1.5	142
Focused_BH_original	power	3	1.5	142
Yekutieli	power	0	1.5	142
Structured_Holm	power	1	1.5	142
BH	fdp	0	1.5	142
Leaf_BH	fdp	0	1.5	142
Focused_BH_original	fdp	0	1.5	142
Yekutieli	fdp	0	1.5	142
Structured_Holm	fdp	0	1.5	142
BH	power	2	1.5	155
Leaf_BH	power	0	1.5	155
Focused_BH_original	power	2	1.5	155
Yekutieli	power	0	1.5	155
Structured_Holm	power	1	1.5	155
BH	fdp	0	1.5	155
Leaf_BH	fdp	0	1.5	155
Focused_BH_original	fdp	0	1.5	155
Yekutieli	fdp	0	1.5	155
Structured_Holm	fdp	0	1.5	155
BH	power	1	1.5	168
Leaf_BH	power	0	1.5	168
Focused_BH_original	power	1	1.5	168
Yekutieli	power	0	1.5	168
Structured_Holm	power	1	1.5	168
BH	fdp	0	1.5	168
Leaf_BH	fdp	0	1.5	168
Focused_BH_original	fdp	0	1.5	168
Yekutieli	fdp	0	1.5	168
Structured_Holm	fdp	0	1.5	168
BH	power	0	1.5	181
Leaf_BH	power	0	1.5	181
Focused_BH_original	power	0	1.5	181
Yekutieli	power	0	1.5	181
Structured_Holm	power	0	1.5	181
BH	fdp	0	1.5	181
Leaf_BH	fdp	0	1.5	181
Focused_BH_original	fdp	0	1.5	181
Yekutieli	fdp	0	1.5	181
Structured_Holm	fdp	0	1.5	181
BH	power	3	1.5	194
Leaf_BH	power	0	1.5	194
Focused_BH_original	power	3	1.5	194
Yekutieli	power	0	1.5	194
Structured_Holm	power	2	1.5	194
BH	fdp	0.25	1.5	194
Leaf_BH	fdp	0	1.5	194
Focused_BH_original	fdp	0.25	1.5	194
Yekutieli	fdp	0	1.5	194
Structured_Holm	fdp	0	1.5	194
BH	power	0	1.5	207
Leaf_BH	power	0	1.5	207
Focused_BH_original	power	0	1.5	207
Yekutieli	power	0	1.5	207
Structured_Holm	power	0	1.5	207
BH	fdp	0	1.5	207
Leaf_BH	fdp	0	1.5	207
Focused_BH_original	fdp	0	1.5	207
Yekutieli	fdp	0	1.5	207
Structured_Holm	fdp	0	1.5	207
BH	power	2	1.5	220
Leaf_BH	power	0	1.5	220
Focused_BH_original	power	2	1.5	220
Yekutieli	power	0	1.5	220
Structured_Holm	power	2	1.5	220
BH	fdp	0.3333333333333333	1.5	220
Leaf_BH	fdp	0	1.5	220
Focused_BH_original	fdp	0.3333333333333333	1.5	220
Yekutieli	fdp	0	1.5	220
Structured_Holm	fdp	0	1.5	220
BH	power	1	1.5	233
Leaf_BH	power	0	1.5	233
Focused_BH_original	power	1	1.5	233
Yekutieli	power	0	1.5	233
Structured_Holm	power	1	1.5	233
BH	fdp	0	1.5	233
Leaf_BH	fdp	0	1.5	233
Focused_BH_original	fdp	0	1.5	233
Yekutieli	fdp	0	1.5	233
Structured_Holm	fdp	0	1.5	233
BH	power	4	1.5	246
Leaf_BH	power	1	1.5	246
Focused_BH_original	power	4	1.5	246
Yekutieli	power	0	1.5	246
Structured_Holm	power	3	1.5	246
BH	fdp	0.2	1.5	246
Leaf_BH	fdp	0.5	1.5	246
Focused_BH_original	fdp	0.2	1.5	246
Yekutieli	fdp	0	1.5	246
Structured_Holm	fdp	0	1.5	246
BH	power	8	2	9
Leaf_BH	power	2	2	9
Focused_BH_original	power	8	2	9
Yekutieli	power	0	2	9
Structured_Holm	power	6	2	9
BH	fdp	0.2	2	9
Leaf_BH	fdp	0	2	9
Focused_BH_original	fdp	0	2	9
Yekutieli	fdp	0	2	9
Structured_Holm	fdp	0	2	9
BH	power	8	2	22
Leaf_BH	power	0	2	22
Focused_BH_original	power	8	2	22
Yekutieli	power	0	2	22
Structured_Holm	power	4	2	22
BH	fdp	0.1111111111111111	2	22
Leaf_BH	fdp	0	2	22
Focused_BH_original	fdp	0.1111111111111111	2	22
Yekutieli	fdp	0	2	22
Structured_Holm	fdp	0	2	22
BH	power	9	2	35
Leaf_BH	power	0	2	35
Focused_BH_original	power	8	2	35
Yekutieli	power	0	2	35
Structured_Holm	power	6	2	35
BH	fdp	0	2	35
Leaf_BH	fdp	0	2	35
Focused_BH_original	fdp	0	2	35
Yekutieli	fdp	0	2	35
Structured_Holm	fdp	0	2	35
BH	power	7	2	48
Leaf_BH	power	0	2	48
Focused_BH_original	power	7	2	48
Yekutieli	power	0	2	48
Structured_Holm	power	4	2	48
BH	fdp	0	2	48
Leaf_BH	fdp	0	2	48
Focused_BH_original	fdp	0	2	48
Yekutieli	fdp	0	2	48
Structured_Holm	fdp	0	2	48
BH	power	5	2	61
Leaf_BH	power	0	2	61
Focused_BH_original	power	5	2	61
Yekutieli	power	0	2	61
Structured_Holm	power	2	2	61
BH	fdp	0.2857142857142857	2	61
Leaf_BH	fdp	0	2	61
Focused_BH_original	fdp	0.2857142857142857	2	61
Yekutieli	fdp	0	2	61
Structured_Holm	fdp	0	2	61
BH	power	8	2	74
Leaf_BH	power	1	2	74
Focused_BH_original	power	8	2	74
Yekutieli	power	0	2	74
Structured_Holm	power	6	2	74
BH	fdp	0.2727272727272727	2	74
Leaf_BH	fdp	0	2	74
Focused_BH_original	fdp	0.2	2	74
Yekutieli	fdp	1	2	74
Structured_Holm	fdp	0	2	74
BH	power	7	2	87
Leaf_BH	power	0	2	87
Focused_BH_original	power	6	2	87
Yekutieli	power	0	2	87
Structured_Holm	power	2	2	87
BH	fdp	0.2222222222222222	2	87
Leaf_BH	fdp	0	2	87
Focused_BH_original	fdp	0.25	2	87
Yekutieli	fdp	1	2	87
Structured_Holm	fdp	0	2	87
BH	power	7	2	100
Leaf_BH	power	0	2	100
Focused_BH_original	power	7	2	100
Yekutieli	power	0	2	100
Structured_Holm	power	5	2	100
BH	fdp	0	2	100
Leaf_BH	fdp	0	2	100
Focused_BH_original	fdp	0	2	100
Yekutieli	fdp	0	2	100
Structured_Holm	fdp	0	2	100
BH	power	4	2	113
Leaf_BH	power	0	2	113
Focused_BH_original	power	4	2	113
Yekutieli	power	0	2	113
Structured_Holm	power	2	2	113
BH	fdp	0.3333333333333333	2	113
Leaf_BH	fdp	0	2	113
Focused_BH_original	fdp	0.3333333333333333	2	113
Yekutieli	fdp	0	2	113
Structured_Holm	fdp	0	2	113
BH	power	10	2	126
Leaf_BH	power	2	2	126
Focused_BH_original	power	10	2	126
Yekutieli	power	0	2	126
Structured_Holm	power	5	2	126
BH	fdp	0.16666666666666666	2	126
Leaf_BH	fdp	0.3333333333333333	2	126
Focused_BH_original	fdp	0.09090909090909091	2	126
Yekutieli	fdp	0	2	126
Structured_Holm	fdp	0.16666666666666666	2	126
BH	power	8	2	139
Leaf_BH	power	2	2	139
Focused_BH_original	power	8	2	139
Yekutieli	power	0	2	139
Structured_Holm	power	6	2	139
BH	fdp	0.2727272727272727	2	139
Leaf_BH	fdp	0.6	2	139
Focused_BH_original	fdp	0.2727272727272727	2	139
Yekutieli	fdp	0	2	139
Structured_Holm	fdp	0	2	139
BH	power	9	2	152
Leaf_BH	power	0	2	152
Focused_BH_original	power	9	2	152
Yekutieli	power	0	2	152
Structured_Holm	power	4	2	152
BH	fdp	0	2	152
Leaf_BH	fdp	0	2	152
Focused_BH_original	fdp	0	2	152
Yekutieli	fdp	0	2	152
Structured_Holm	fdp	0	2	152
BH	power	11	2	165
Leaf_BH	power	3	2	165
Focused_BH_original	power	11	2	165
Yekutieli	power	0	2	165
Structured_Holm	power	6	2	165
BH	fdp	0.15384615384615385	2	165
Leaf_BH	fdp	0.25	2	165
Focused_BH_original	fdp	0.15384615384615385	2	165
Yekutieli	fdp	0	2	165
Structured_Holm	fdp	0.14285714285714285	2	165
BH	power	6	2	178
Leaf_BH	power	0	2	178
Focused_BH_original	power	6	2	178
Yekutieli	power	0	2	178
Structured_Holm	power	5	2	178
BH	fdp	0	2	178
Leaf_BH	fdp	0	2	178
Focused_BH_original	fdp	0	2	178
Yekutieli	fdp	0	2	178
Structured_Holm	fdp	0	2	178
BH	power	7	2	191
Leaf_BH	power	0	2	191
Focused_BH_original	power	5	2	191
Yekutieli	power	0	2	191
Structured_Holm	power	3	2	191
BH	fdp	0	2	191
Leaf_BH	fdp	0	2	191
Focused_BH_original	fdp	0	2	191
Yekutieli	fdp	0	2	191
Structured_Holm	fdp	0	2	191
BH	power	8	2	204
Leaf_BH	power	4	2	204
Focused_BH_original	power	6	2	204
Yekutieli	power	0	2	204
Structured_Holm	power	4	2	204
BH	fdp	0.3333333333333333	2	204
Leaf_BH	fdp	0	2	204
Focused_BH_original	fdp	0	2	204
Yekutieli	fdp	0	2	204
Structured_Holm	fdp	0	2	204
BH	power	8	2	217
Leaf_BH	power	1	2	217
Focused_BH_original	power	8	2	217
Yekutieli	power	0	2	217
Structured_Holm	power	3	2	217
BH	fdp	0.1111111111111111	2	217
Leaf_BH	fdp	0	2	217
Focused_BH_original	fdp	0.1111111111111111	2	217
Yekutieli	fdp	0	2	217
Structured_Holm	fdp	0.25	2	217
BH	power	8	2	230
Leaf_BH	power	0	2	230
Focused_BH_original	power	8	2	230
Yekutieli	power	0	2	230
Structured_Holm	power	5	2	230
BH	fdp	0	2	230
Leaf_BH	fdp	0	2	230
Focused_BH_original	fdp	0	2	230
Yekutieli	fdp	0	2	230
Structured_Holm	fdp	0	2	230
BH	power	6	2	243
Leaf_BH	power	2	2	243
Focused_BH_original	power	6	2	243
Yekutieli	power	0	2	243
Structured_Holm	power	3	2	243
BH	fdp	0	2	243
Leaf_BH	fdp	0	2	243
Focused_BH_original	fdp	0	2	243
Yekutieli	fdp	0	2	243
Structured_Holm	fdp	0	2	243
BH	power	9	2.5	6
Leaf_BH	power	6	2.5	6
Focused_BH_original	power	8	2.5	6
Yekutieli	power	0	2.5	6
Structured_Holm	power	6	2.5	6
BH	fdp	0.1	2.5	6
Leaf_BH	fdp	0	2.5	6
Focused_BH_original	fdp	0	2.5	6
Yekutieli	fdp	0	2.5	6
Structured_Holm	fdp	0	2.5	6
BH	power	10	2.5	19
Leaf_BH	power	0	2.5	19
Focused_BH_original	power	9	2.5	19
Yekutieli	power	0	2.5	19
Structured_Holm	power	8	2.5	19
BH	fdp	0	2.5	19
Leaf_BH	fdp	0	2.5	19
Focused_BH_original	fdp	0	2.5	19
Yekutieli	fdp	0	2.5	19
Structured_Holm	fdp	0	2.5	19
BH	power	9	2.5	32
Leaf_BH	power	0	2.5	32
Focused_BH_original	power	9	2.5	32
Yekutieli	power	0	2.5	32
Structured_Holm	power	9	2.5	32
BH	fdp	0.1	2.5	32
Leaf_BH	fdp	0	2.5	32
Focused_BH_original	fdp	0	2.5	32
Yekutieli	fdp	0	2.5	32
Structured_Holm	fdp	0	2.5	32
BH	power	11	2.5	45
Leaf_BH	power	5	2.5	45
Focused_BH_original	power	11	2.5	45
Yekutieli	power	0	2.5	45
Structured_Holm	power	9	2.5	45
BH	fdp	0.08333333333333333	2.5	45
Leaf_BH	fdp	0	2.5	45
Focused_BH_original	fdp	0.08333333333333333	2.5	45
Yekutieli	fdp	0	2.5	45
Structured_Holm	fdp	0	2.5	45
BH	power	10	2.5	58
Leaf_BH	power	2	2.5	58
Focused_BH_original	power	10	2.5	58
Yekutieli	power	0	2.5	58
Structured_Holm	power	10	2.5	58
BH	fdp	0.09090909090909091	2.5	58
Leaf_BH	fdp	0	2.5	58
Focused_BH_original	fdp	0	2.5	58
Yekutieli	fdp	0	2.5	58
Structured_Holm	fdp	0	2.5	58
BH	power	10	2.5	71
Leaf_BH	power	1	2.5	71
Focused_BH_original	power	10	2.5	71
Yekutieli	power	0	2.5	71
Structured_Holm	power	9	2.5	71
BH	fdp	0.09090909090909091	2.5	71
Leaf_BH	fdp	0	2.5	71
Focused_BH_original	fdp	0.09090909090909091	2.5	71
Yekutieli	fdp	0	2.5	71
Structured_Holm	fdp	0	2.5	71
BH	power	9	2.5	84
Leaf_BH	power	1	2.5	84
Focused_BH_original	power	9	2.5	84
Yekutieli	power	0	2.5	84
Structured_Holm	power	6	2.5	84
BH	fdp	0.18181818181818182	2.5	84
Leaf_BH	fdp	0	2.5	84
Focused_BH_original	fdp	0.18181818181818182	2.5	84
Yekutieli	fdp	0	2.5	84
Structured_Holm	fdp	0	2.5	84
BH	power	11	2.5	97
Leaf_BH	power	0	2.5	97
Focused_BH_original	power	11	2.5	97
Yekutieli	power	0	2.5	97
Structured_Holm	power	10	2.5	97
BH	fdp	0.21428571428571427	2.5	97
Leaf_BH	fdp	0	2.5	97
Focused_BH_original	fdp	0	2.5	97
Yekutieli	fdp	0	2.5	97
Structured_Holm	fdp	0	2.5	97
BH	power	10	2.5	110
Leaf_BH	power	0	2.5	110
Focused_BH_original	power	10	2.5	110
Yekutieli	power	0	2.5	110
Structured_Holm	power	9	2.5	110
BH	fdp	0.09090909090909091	2.5	110
Leaf_BH	fdp	0	2.5	110
Focused_BH_original	fdp	0.09090909090909091	2.5	110
Yekutieli	fdp	0	2.5	110
Structured_Holm	fdp	0	2.5	110
BH	power	11	2.5	123
Leaf_BH	power	6	2.5	123
Focused_BH_original	power	10	2.5	123
Yekutieli	power	0	2.5	123
Structured_Holm	power	9	2.5	123
BH	fdp	0.15384615384615385	2.5	123
Leaf_BH	fdp	0.14285714285714285	2.5	123
Focused_BH_original	fdp	0.09090909090909091	2.5	123
Yekutieli	fdp	0	2.5	123
Structured_Holm	fdp	0	2.5	123
BH	power	12	2.5	136
Leaf_BH	power	2	2.5	136
Focused_BH_original	power	10	2.5	136
Yekutieli	power	0	2.5	136
Structured_Holm	power	6	2.5	136
BH	fdp	0.14285714285714285	2.5	136
Leaf_BH	fdp	0	2.5	136
Focused_BH_original	fdp	0.09090909090909091	2.5	136
Yekutieli	fdp	0	2.5	136
Structured_Holm	fdp	0	2.5	136
BH	power	15	2.5	149
Leaf_BH	power	8	2.5	149
Focused_BH_original	power	11	2.5	149
Yekutieli	power	0	2.5	149
Structured_Holm	power	8	2.5	149
BH	fdp	0.11764705882352941	2.5	149
Leaf_BH	fdp	0.1111111111111111	2.5	149
Focused_BH_original	fdp	0.08333333333333333	2.5	149
Yekutieli	fdp	0	2.5	149
Structured_Holm	fdp	0	2.5	149
BH	power	14	2.5	162
Leaf_BH	power	10	2.5	162
Focused_BH_original	power	12	2.5	162
Yekutieli	power	0	2.5	162
Structured_Holm	power	10	2.5	162
BH	fdp	0.17647058823529413	2.5	162
Leaf_BH	fdp	0.09090909090909091	2.5	162
Focused_BH_original	fdp	0.14285714285714285	2.5	162
Yekutieli	fdp	0	2.5	162
Structured_Holm	fdp	0.09090909090909091	2.5	162
BH	power	11	2.5	175
Leaf_BH	power	8	2.5	175
Focused_BH_original	power	10	2.5	175
Yekutieli	power	0	2.5	175
Structured_Holm	power	10	2.5	175
BH	fdp	0.08333333333333333	2.5	175
Leaf_BH	fdp	0.1111111111111111	2.5	175
Focused_BH_original	fdp	0.09090909090909091	2.5	175
Yekutieli	fdp	0	2.5	175
Structured_Holm	fdp	0	2.5	175
BH	power	12	2.5	188
Leaf_BH	power	3	2.5	188
Focused_BH_original	power	10	2.5	188
Yekutieli	power	0	2.5	188
Structured_Holm	power	9	2.5	188
BH	fdp	0	2.5	188
Leaf_BH	fdp	0	2.5	188
Focused_BH_original	fdp	0	2.5	188
Yekutieli	fdp	0	2.5	188
Structured_Holm	fdp	0	2.5	188
BH	power	11	2.5	201
Leaf_BH	power	3	2.5	201
Focused_BH_original	power	8	2.5	201
Yekutieli	power	0	2.5	201
Structured_Holm	power	8	2.5	201
BH	fdp	0.3125	2.5	201
Leaf_BH	fdp	0.25	2.5	201
Focused_BH_original	fdp	0.3333333333333333	2.5	201
Yekutieli	fdp	0	2.5	201
Structured_Holm	fdp	0.1111111111111111	2.5	201
BH	power	10	2.5	214
Leaf_BH	power	0	2.5	214
Focused_BH_original	power	10	2.5	214
Yekutieli	power	0	2.5	214
Structured_Holm	power	10	2.5	214
BH	fdp	0.16666666666666666	2.5	214
Leaf_BH	fdp	1	2.5	214
Focused_BH_original	fdp	0.16666666666666666	2.5	214
Yekutieli	fdp	0	2.5	214
Structured_Holm	fdp	0.09090909090909091	2.5	214
BH	power	12	2.5	227
Leaf_BH	power	0	2.5	227
Focused_BH_original	power	10	2.5	227
Yekutieli	power	0	2.5	227
Structured_Holm	power	10	2.5	227
BH	fdp	0.14285714285714285	2.5	227
Leaf_BH	fdp	0	2.5	227
Focused_BH_original	fdp	0.16666666666666666	2.5	227
Yekutieli	fdp	0	2.5	227
Structured_Holm	fdp	0	2.5	227
BH	power	9	2.5	240
Leaf_BH	power	5	2.5	240
Focused_BH_original	power	9	2.5	240
Yekutieli	power	0	2.5	240
Structured_Holm	power	8	2.5	240
BH	fdp	0.1	2.5	240
Leaf_BH	fdp	0	2.5	240
Focused_BH_original	fdp	0	2.5	240
Yekutieli	fdp	0	2.5	240
Structured_Holm	fdp	0	2.5	240
BH	power	15	3	3
Leaf_BH	power	13	3	3
Focused_BH_original	power	15	3	3
Yekutieli	power	0	3	3
Structured_Holm	power	10	3	3
BH	fdp	0.16666666666666666	3	3
Leaf_BH	fdp	0.07142857142857142	3	3
Focused_BH_original	fdp	0.0625	3	3
Yekutieli	fdp	0	3	3
Structured_Holm	fdp	0	3	3
BH	power	15	3	16
Leaf_BH	power	7	3	16
Focused_BH_original	power	12	3	16
Yekutieli	power	5	3	16
Structured_Holm	power	10	3	16
BH	fdp	0.11764705882352941	3	16
Leaf_BH	fdp	0.125	3	16
Focused_BH_original	fdp	0.07692307692307693	3	16
Yekutieli	fdp	0	3	16
Structured_Holm	fdp	0	3	16
BH	power	12	3	29
Leaf_BH	power	10	3	29
Focused_BH_original	power	12	3	29
Yekutieli	power	0	3	29
Structured_Holm	power	9	3	29
BH	fdp	0	3	29
Leaf_BH	fdp	0	3	29
