filter_status	method	node	rejected
after_filter	BH	GO:0000187	FALSE
before_filter	Focused_BH	GO:0000188	FALSE
after_filter	Focused_BH	GO:0000188	FALSE
before_filter	Structured_Holm	GO:0000188	FALSE
after_filter	Structured_Holm	GO:0000188	FALSE
before_filter	BH	GO:0000188	FALSE
after_filter	BH	GO:0000188	FALSE
before_filter	Focused_BH	GO:0000209	FALSE
after_filter	Focused_BH	GO:0000209	FALSE
before_filter	Structured_Holm	GO:0000209	FALSE
after_filter	Structured_Holm	GO:0000209	FALSE
before_filter	BH	GO:0000209	FALSE
after_filter	BH	GO:0000209	FALSE
before_filter	Focused_BH	GO:0000212	FALSE
after_filter	Focused_BH	GO:0000212	FALSE
before_filter	Structured_Holm	GO:0000212	FALSE
after_filter	Structured_Holm	GO:0000212	FALSE
before_filter	BH	GO:0000212	FALSE
after_filter	BH	GO:0000212	FALSE
before_filter	Focused_BH	GO:0000226	TRUE
after_filter	Focused_BH	GO:0000226	FALSE
before_filter	Structured_Holm	GO:0000226	FALSE
after_filter	Structured_Holm	GO:0000226	FALSE
before_filter	BH	GO:0000226	TRUE
after_filter	BH	GO:0000226	FALSE
before_filter	Focused_BH	GO:0000244	FALSE
after_filter	Focused_BH	GO:0000244	FALSE
before_filter	Structured_Holm	GO:0000244	FALSE
after_filter	Structured_Holm	GO:0000244	FALSE
before_filter	BH	GO:0000244	FALSE
after_filter	BH	GO:0000244	FALSE
before_filter	Focused_BH	GO:0000245	FALSE
after_filter	Focused_BH	GO:0000245	FALSE
before_filter	Structured_Holm	GO:0000245	FALSE
after_filter	Structured_Holm	GO:0000245	FALSE
before_filter	BH	GO:0000245	FALSE
after_filter	BH	GO:0000245	FALSE
before_filter	Focused_BH	GO:0000255	FALSE
after_filter	Focused_BH	GO:0000255	FALSE
before_filter	Structured_Holm	GO:0000255	FALSE
after_filter	Structured_Holm	GO:0000255	FALSE
before_filter	BH	GO:0000255	FALSE
after_filter	BH	GO:0000255	FALSE
before_filter	Focused_BH	GO:0000256	FALSE
after_filter	Focused_BH	GO:0000256	FALSE
before_filter	Structured_Holm	GO:0000256	FALSE
after_filter	Structured_Holm	GO:0000256	FALSE
before_filter	BH	GO:0000256	FALSE
after_filter	BH	GO:0000256	FALSE
before_filter	Focused_BH	GO:0000266	FALSE
after_filter	Focused_BH	GO:0000266	FALSE
before_filter	Structured_Holm	GO:0000266	FALSE
after_filter	Structured_Holm	GO:0000266	FALSE
before_filter	BH	GO:0000266	FALSE
after_filter	BH	GO:0000266	FALSE
before_filter	Focused_BH	GO:0000270	FALSE
after_filter	Focused_BH	GO:0000270	FALSE
before_filter	Structured_Holm	GO:0000270	FALSE
after_filter	Structured_Holm	GO:0000270	FALSE
before_filter	BH	GO:0000270	FALSE
after_filter	BH	GO:0000270	FALSE
before_filter	Focused_BH	GO:0000271	FALSE
after_filter	Focused_BH	GO:0000271	FALSE
before_filter	Structured_Holm	GO:0000271	FALSE
after_filter	Structured_Holm	GO:0000271	FALSE
before_filter	BH	GO:0000271	FALSE
after_filter	BH	GO:0000271	FALSE
before_filter	Focused_BH	GO:0000272	FALSE
after_filter	Focused_BH	GO:0000272	FALSE
before_filter	Structured_Holm	GO:0000272	FALSE
after_filter	Structured_Holm	GO:0000272	FALSE
before_filter	BH	GO:0000272	FALSE
after_filter	BH	GO:0000272	FALSE
before_filter	Focused_BH	GO:0000278	TRUE
after_filter	Focused_BH	GO:0000278	FALSE
before_filter	Structured_Holm	GO:0000278	TRUE
after_filter	Structured_Holm	GO:0000278	FALSE
before_filter	BH	GO:0000278	TRUE
after_filter	BH	GO:0000278	FALSE
before_filter	Focused_BH	GO:0000280	FALSE
after_filter	Focused_BH	GO:0000280	FALSE
before_filter	Structured_Holm	GO:0000280	TRUE
after_filter	Structured_Holm	GO:0000280	FALSE
before_filter	BH	GO:0000280	FALSE
after_filter	BH	GO:0000280	FALSE
before_filter	Focused_BH	GO:0000281	FALSE
after_filter	Focused_BH	GO:0000281	FALSE
before_filter	Structured_Holm	GO:0000281	FALSE
after_filter	Structured_Holm	GO:0000281	FALSE
before_filter	BH	GO:0000281	TRUE
after_filter	BH	GO:0000281	FALSE
before_filter	Focused_BH	GO:0000288	FALSE
after_filter	Focused_BH	GO:0000288	FALSE
before_filter	Structured_Holm	GO:0000288	FALSE
after_filter	Structured_Holm	GO:0000288	FALSE
before_filter	BH	GO:0000288	FALSE
after_filter	BH	GO:0000288	FALSE
before_filter	Focused_BH	GO:0000289	FALSE
after_filter	Focused_BH	GO:0000289	FALSE
before_filter	Structured_Holm	GO:0000289	FALSE
after_filter	Structured_Holm	GO:0000289	FALSE
before_filter	BH	GO:0000289	FALSE
after_filter	BH	GO:0000289	FALSE
before_filter	Focused_BH	GO:0000290	FALSE
after_filter	Focused_BH	GO:0000290	FALSE
before_filter	Structured_Holm	GO:0000290	FALSE
after_filter	Structured_Holm	GO:0000290	FALSE
before_filter	BH	GO:0000290	FALSE
after_filter	BH	GO:0000290	FALSE
before_filter	Focused_BH	GO:0000291	FALSE
after_filter	Focused_BH	GO:0000291	FALSE
before_filter	Structured_Holm	GO:0000291	FALSE
after_filter	Structured_Holm	GO:0000291	FALSE
before_filter	BH	GO:0000291	FALSE
after_filter	BH	GO:0000291	FALSE
before_filter	Focused_BH	GO:0000294	FALSE
after_filter	Focused_BH	GO:0000294	FALSE
before_filter	Structured_Holm	GO:0000294	FALSE
after_filter	Structured_Holm	GO:0000294	FALSE
before_filter	BH	GO:0000294	FALSE
after_filter	BH	GO:0000294	FALSE
before_filter	Focused_BH	GO:0000296	FALSE
after_filter	Focused_BH	GO:0000296	FALSE
before_filter	Structured_Holm	GO:0000296	FALSE
after_filter	Structured_Holm	GO:0000296	FALSE
before_filter	BH	GO:0000296	FALSE
after_filter	BH	GO:0000296	FALSE
before_filter	Focused_BH	GO:0000301	FALSE
after_filter	Focused_BH	GO:0000301	FALSE
before_filter	Structured_Holm	GO:0000301	FALSE
after_filter	Structured_Holm	GO:0000301	FALSE
before_filter	BH	GO:0000301	FALSE
after_filter	BH	GO:0000301	FALSE
before_filter	Focused_BH	GO:0000302	FALSE
after_filter	Focused_BH	GO:0000302	FALSE
before_filter	Structured_Holm	GO:0000302	FALSE
after_filter	Structured_Holm	GO:0000302	FALSE
before_filter	BH	GO:0000302	FALSE
after_filter	BH	GO:0000302	FALSE
before_filter	Focused_BH	GO:0000303	FALSE
after_filter	Focused_BH	GO:0000303	FALSE
before_filter	Structured_Holm	GO:0000303	FALSE
after_filter	Structured_Holm	GO:0000303	FALSE
before_filter	BH	GO:0000303	FALSE
after_filter	BH	GO:0000303	FALSE
before_filter	Focused_BH	GO:0000304	FALSE
after_filter	Focused_BH	GO:0000304	FALSE
before_filter	Structured_Holm	GO:0000304	FALSE
after_filter	Structured_Holm	GO:0000304	FALSE
before_filter	BH	GO:0000304	FALSE
after_filter	BH	GO:0000304	FALSE
before_filter	Focused_BH	GO:0000305	FALSE
after_filter	Focused_BH	GO:0000305	FALSE
before_filter	Structured_Holm	GO:0000305	FALSE
after_filter	Structured_Holm	GO:0000305	FALSE
before_filter	BH	GO:0000305	FALSE
after_filter	BH	GO:0000305	FALSE
before_filter	Focused_BH	GO:0000320	FALSE
after_filter	Focused_BH	GO:0000320	FALSE
before_filter	Structured_Holm	GO:0000320	FALSE
after_filter	Structured_Holm	GO:0000320	FALSE
before_filter	BH	GO:0000320	FALSE
after_filter	BH	GO:0000320	FALSE
before_filter	Focused_BH	GO:0000338	FALSE
after_filter	Focused_BH	GO:0000338	FALSE
before_filter	Structured_Holm	GO:0000338	FALSE
after_filter	Structured_Holm	GO:0000338	FALSE
before_filter	BH	GO:0000338	FALSE
after_filter	BH	GO:0000338	FALSE
before_filter	Focused_BH	GO:0000349	FALSE
after_filter	Focused_BH	GO:0000349	FALSE
before_filter	Structured_Holm	GO:0000349	FALSE
after_filter	Structured_Holm	GO:0000349	FALSE
before_filter	BH	GO:0000349	FALSE
after_filter	BH	GO:0000349	FALSE
before_filter	Focused_BH	GO:0000350	FALSE
after_filter	Focused_BH	GO:0000350	FALSE
before_filter	Structured_Holm	GO:0000350	FALSE
after_filter	Structured_Holm	GO:0000350	FALSE
before_filter	BH	GO:0000350	FALSE
after_filter	BH	GO:0000350	FALSE
before_filter	Focused_BH	GO:0000354	FALSE
after_filter	Focused_BH	GO:0000354	FALSE
before_filter	Structured_Holm	GO:0000354	FALSE
after_filter	Structured_Holm	GO:0000354	FALSE
before_filter	BH	GO:0000354	FALSE
after_filter	BH	GO:0000354	FALSE
before_filter	Focused_BH	GO:0000375	FALSE
after_filter	Focused_BH	GO:0000375	FALSE
before_filter	Structured_Holm	GO:0000375	FALSE
after_filter	Structured_Holm	GO:0000375	FALSE
before_filter	BH	GO:0000375	FALSE
after_filter	BH	GO:0000375	FALSE
before_filter	Focused_BH	GO:0000377	FALSE
after_filter	Focused_BH	GO:0000377	FALSE
before_filter	Structured_Holm	GO:0000377	FALSE
after_filter	Structured_Holm	GO:0000377	FALSE
before_filter	BH	GO:0000377	FALSE
after_filter	BH	GO:0000377	FALSE
before_filter	Focused_BH	GO:0000378	FALSE
after_filter	Focused_BH	GO:0000378	FALSE
before_filter	Structured_Holm	GO:0000378	FALSE
after_filter	Structured_Holm	GO:0000378	FALSE
before_filter	BH	GO:0000378	FALSE
after_filter	BH	GO:0000378	FALSE
before_filter	Focused_BH	GO:0000379	FALSE
after_filter	Focused_BH	GO:0000379	FALSE
before_filter	Structured_Holm	GO:0000379	FALSE
after_filter	Structured_Holm	GO:0000379	FALSE
before_filter	BH	GO:0000379	FALSE
after_filter	BH	GO:0000379	FALSE
before_filter	Focused_BH	GO:0000380	FALSE
after_filter	Focused_BH	GO:0000380	FALSE
before_filter	Structured_Holm	GO:0000380	FALSE
after_filter	Structured_Holm	GO:0000380	FALSE
before_filter	BH	GO:0000380	FALSE
after_filter	BH	GO:0000380	FALSE
before_filter	Focused_BH	GO:0000381	FALSE
after_filter	Focused_BH	GO:0000381	FALSE
before_filter	Structured_Holm	GO:0000381	FALSE
after_filter	Structured_Holm	GO:0000381	FALSE
before_filter	BH	GO:0000381	FALSE
after_filter	BH	GO:0000381	FALSE
before_filter	Focused_BH	GO:0000387	FALSE
after_filter	Focused_BH	GO:0000387	FALSE
before_filter	Structured_Holm	GO:0000387	FALSE
after_filter	Structured_Holm	GO:0000387	FALSE
before_filter	BH	GO:0000387	FALSE
after_filter	BH	GO:0000387	FALSE
before_filter	Focused_BH	GO:0000388	FALSE
after_filter	Focused_BH	GO:0000388	FALSE
before_filter	Structured_Holm	GO:0000388	FALSE
after_filter	Structured_Holm	GO:0000388	FALSE
before_filter	BH	GO:0000388	FALSE
after_filter	BH	GO:0000388	FALSE
before_filter	Focused_BH	GO:0000389	FALSE
after_filter	Focused_BH	GO:0000389	FALSE
before_filter	Structured_Holm	GO:0000389	FALSE
after_filter	Structured_Holm	GO:0000389	FALSE
before_filter	BH	GO:0000389	FALSE
after_filter	BH	GO:0000389	FALSE
before_filter	Focused_BH	GO:0000390	FALSE
after_filter	Focused_BH	GO:0000390	FALSE
before_filter	Structured_Holm	GO:0000390	FALSE
after_filter	Structured_Holm	GO:0000390	FALSE
before_filter	BH	GO:0000390	FALSE
after_filter	BH	GO:0000390	FALSE
before_filter	Focused_BH	GO:0000393	FALSE
after_filter	Focused_BH	GO:0000393	FALSE
before_filter	Structured_Holm	GO:0000393	FALSE
after_filter	Structured_Holm	GO:0000393	FALSE
before_filter	BH	GO:0000393	FALSE
after_filter	BH	GO:0000393	FALSE
before_filter	Focused_BH	GO:0000394	FALSE
after_filter	Focused_BH	GO:0000394	FALSE
before_filter	Structured_Holm	GO:0000394	FALSE
after_filter	Structured_Holm	GO:0000394	FALSE
before_filter	BH	GO:0000394	FALSE
after_filter	BH	GO:0000394	FALSE
before_filter	Focused_BH	GO:0000395	FALSE
after_filter	Focused_BH	GO:0000395	FALSE
before_filter	Structured_Holm	GO:0000395	FALSE
after_filter	Structured_Holm	GO:0000395	FALSE
before_filter	BH	GO:0000395	FALSE
after_filter	BH	GO:0000395	FALSE
before_filter	Focused_BH	GO:0000398	FALSE
after_filter	Focused_BH	GO:0000398	FALSE
before_filter	Structured_Holm	GO:0000398	FALSE
after_filter	Structured_Holm	GO:0000398	FALSE
before_filter	BH	GO:0000398	FALSE
after_filter	BH	GO:0000398	FALSE
before_filter	Focused_BH	GO:0000409	FALSE
after_filter	Focused_BH	GO:0000409	FALSE
before_filter	Structured_Holm	GO:0000409	FALSE
after_filter	Structured_Holm	GO:0000409	FALSE
before_filter	BH	GO:0000409	FALSE
after_filter	BH	GO:0000409	FALSE
before_filter	Focused_BH	GO:0000411	FALSE
after_filter	Focused_BH	GO:0000411	FALSE
before_filter	Structured_Holm	GO:0000411	FALSE
after_filter	Structured_Holm	GO:0000411	FALSE
before_filter	BH	GO:0000411	FALSE
after_filter	BH	GO:0000411	FALSE
before_filter	Focused_BH	GO:0000413	FALSE
after_filter	Focused_BH	GO:0000413	FALSE
before_filter	Structured_Holm	GO:0000413	FALSE
after_filter	Structured_Holm	GO:0000413	FALSE
before_filter	BH	GO:0000413	FALSE
after_filter	BH	GO:0000413	FALSE
before_filter	Focused_BH	GO:0000414	FALSE
after_filter	Focused_BH	GO:0000414	FALSE
before_filter	Structured_Holm	GO:0000414	FALSE
after_filter	Structured_Holm	GO:0000414	FALSE
before_filter	BH	GO:0000414	FALSE
after_filter	BH	GO:0000414	FALSE
before_filter	Focused_BH	GO:0000415	FALSE
after_filter	Focused_BH	GO:0000415	FALSE
before_filter	Structured_Holm	GO:0000415	FALSE
after_filter	Structured_Holm	GO:0000415	FALSE
before_filter	BH	GO:0000415	FALSE
after_filter	BH	GO:0000415	FALSE
before_filter	Focused_BH	GO:0000416	FALSE
after_filter	Focused_BH	GO:0000416	FALSE
before_filter	Structured_Holm	GO:0000416	FALSE
after_filter	Structured_Holm	GO:0000416	FALSE
before_filter	BH	GO:0000416	FALSE
after_filter	BH	GO:0000416	FALSE
before_filter	Focused_BH	GO:0000422	FALSE
after_filter	Focused_BH	GO:0000422	FALSE
before_filter	Structured_Holm	GO:0000422	FALSE
after_filter	Structured_Holm	GO:0000422	FALSE
before_filter	BH	GO:0000422	FALSE
after_filter	BH	GO:0000422	FALSE
before_filter	Focused_BH	GO:0000423	FALSE
after_filter	Focused_BH	GO:0000423	FALSE
before_filter	Structured_Holm	GO:0000423	FALSE
after_filter	Structured_Holm	GO:0000423	FALSE
before_filter	BH	GO:0000423	FALSE
after_filter	BH	GO:0000423	FALSE
before_filter	Focused_BH	GO:0000429	FALSE
after_filter	Focused_BH	GO:0000429	FALSE
before_filter	Structured_Holm	GO:0000429	FALSE
after_filter	Structured_Holm	GO:0000429	FALSE
before_filter	BH	GO:0000429	FALSE
after_filter	BH	GO:0000429	FALSE
before_filter	Focused_BH	GO:0000430	FALSE
after_filter	Focused_BH	GO:0000430	FALSE
before_filter	Structured_Holm	GO:0000430	FALSE
after_filter	Structured_Holm	GO:0000430	FALSE
before_filter	BH	GO:0000430	FALSE
after_filter	BH	GO:0000430	FALSE
before_filter	Focused_BH	GO:0000431	FALSE
